tipo do objeto,maps-user,nome por extenso,sigla,nome,importar,código das escolas,CNES - Cadastro Nacional de Estabelecimentos de Saúde,endereço,nº,complemento,bairro,preposição,Distrito,Sub-prefeitura,CeP,município,UF,DDD,telefone,fax,e-mail,Nome do Contato,Cargo do contato,Site,CNPJ,Categoria 1,Categoria 2,Categoria 3,Categoria 4,Fonte,Link,Texto Link,Data,Fonte,Link,Texto link,Data,descrição,Referencia (links),Palavras-chave (nome do projeto),Palavras-chave,Palavras-chave (Distrito),Palavras-chave,Palavras-chave,Palavras-chave (Estado),Palavra-chave (Trilha 1/Igarassu),Palavra-chave (Trilha 1/Igirassu),Palavra-chave (Trilha 1/Igirassu),Palavra-chave (Trilha 4/Igirassu),público-alvo 1,público-alvo 2,público-alvo 3,público-alvo 4,público-alvo 5,público-alvo 6,Projeto,Área de abrangência,horário de funcionamento,código conselho tutelar,diretoria de ensino,situação de funcionamento,latitude,longitude,Código da Escola Municipal,Palavra-chave,Palavra-chave,Programas oferecidos (Contraturno),Programas Sócio educativos (1)
O,http://maps.mootiro.org/user/profile/347,A Escola Estadual Deputado Jamil Gadia,EE,Escola Estadual Deputado Jamil Gadia,sim,35040873,,Rua Santa Cruz das Palmeiras,s/n,,Jardim Nova Europa,na,Administração Regional 8,Região Sul,13040-084,Campinas,SP,19,3238-6499,,,,,,,Educação,,,,Diretoria de Ensino Campinas Oeste,http://decampinasoeste.com.br/images/endereco_escolas.htm,Lista das Escolas Estaduais da Diretoria de Ensino Campinas Oeste,28/10/2012,,,,,,,Campinas,Escola estadual,Escola ,sem ponto,São Paulo,Região Noroeste,Administração Regional 13,,,,,,,,,,,,,,Diretoria de Ensino Campinas Oeste,,,,,,,,
O,http://maps.mootiro.org/user/profile/347,A Escola Estadual Dom Barreto,EE,Escola Estadual Dom Barreto,sim,35018797,,Avenida General Carneiro,120,,Vila João Jorge,na,Administração Regional 8,Região Sul,13041-306,Campinas,SP,19,3236-8472,,,,,,,Educação,,,,Diretoria de Ensino Campinas Oeste,http://decampinasoeste.com.br/images/endereco_escolas.htm,Lista das Escolas Estaduais da Diretoria de Ensino Campinas Oeste,28/10/2012,,,,,,,Campinas,Escola estadual,Escola ,sem ponto,São Paulo,Região Noroeste,Administração Regional 13,,,,,,,,,,,,,,Diretoria de Ensino Campinas Oeste,,,,,,,,
O,http://maps.mootiro.org/user/profile/347,A Escola Estadual Dom João Nery,EE,Escola Estadual Dom João Nery,sim,35018296,,Rua Erasmo Braga,555,,Jardim Chapadão,na,Administração Regional 11,Região Norte,13070-147,Campinas,SP,19,3241-6891,,,,,,,Educação,,,,Diretoria de Ensino Campinas Leste,http://decampinasleste.edunet.sp.gov.br/Escolas/escolas_est_mod.htm,Lista das Escolas Estaduais da Diretoria de Ensino Campinas Leste,29/10/2012,,,,,,,Campinas,Escola estadual,Escola ,sem ponto,São Paulo,Região Centro,Administração Regional 1,,,,,,,,,,,,,,Diretoria de Ensino Campinas Leste,,,,,,,,
O,http://maps.mootiro.org/user/profile/347,A Escola Estadual Dona Veneranda Martins Siqueira,EE,Escola Estadual Dona Veneranda Martins Siqueira,sim,35902559,,Rua Girlane Simões,s/n,,Jardim Mercedes,na,Administração Regional 12,Região Sudoeste,13056-663,Campinas,SP,19, 3227-1350,,,,,,,Educação,,,,Diretoria de Ensino Campinas Oeste,http://decampinasoeste.com.br/images/endereco_escolas.htm,Lista das Escolas Estaduais da Diretoria de Ensino Campinas Oeste,28/10/2012,,,,,,,Campinas,Escola estadual,Escola ,sem ponto,São Paulo,Região Noroeste,Administração Regional 13,,,,,,,,,,,,,,Diretoria de Ensino Campinas Oeste,,,,,,,,
O,http://maps.mootiro.org/user/profile/347,A Escola Estadual Dr. Disnei Francisco Scornaienchi,EE,Escola Estadual Dr. Disnei Francisco Scornaienchi,sim,35917758,,Rua Edmundo Vosgrau,515,,Parque Jambeiro,na,Administração Regional 8,Região Sul,13042-330,Campinas,SP,19,3276-3555,,,,,,,Educação,,,,Diretoria de Ensino Campinas Oeste,http://decampinasoeste.com.br/images/endereco_escolas.htm,Lista das Escolas Estaduais da Diretoria de Ensino Campinas Oeste,28/10/2012,,,,,,,Campinas,Escola estadual,Escola ,sem ponto,São Paulo,Região Noroeste,Administração Regional 13,,,,,,,,,,,,,,Diretoria de Ensino Campinas Oeste,,,,,,,,
O,http://maps.mootiro.org/user/profile/347,A Escola Estadual Dr. Mário Natividade,EE,Escola Estadual Dr. Mário Natividade,sim,35037965,,Rua Conselheiro João Alfredo,400,,Jardim Garcia,na,Administração Regional 5,Região Noroeste,13061-210,Campinas,SP,19,3268-5833,,,,,,,Educação,,,,Diretoria de Ensino Campinas Leste,http://decampinasleste.edunet.sp.gov.br/Escolas/escolas_est_mod.htm,Lista das Escolas Estaduais da Diretoria de Ensino Campinas Leste,29/10/2012,,,,,,,Campinas,Escola estadual,Escola ,sem ponto,São Paulo,Região Centro,Administração Regional 1,,,,,,,,,,,,,,Diretoria de Ensino Campinas Leste,,,,,,,,
O,http://maps.mootiro.org/user/profile/347,A Escola Estadual Dr. Newton Oppermann,EE,Escola Estadual Dr. Newton Oppermann,sim,35901131,,Rua Heloísa Prato Galbiatti,500,,Jardim Florence,na,Administração Regional 13,Região Noroeste,13059-032,Campinas,SP,19,3261-1494,,,,,,,Educação,,,,Diretoria de Ensino Campinas Oeste,http://decampinasoeste.com.br/index.php/contatos/setores/43-contatos/escolas,Lista das Escolas Estaduais da Diretoria de Ensino Campinas Oeste,29/10/2012,,,,,,,Campinas,Escola estadual,Escola ,sem ponto,São Paulo,Região Noroeste,Administração Regional 13,sem telefone,,,,,,,,,,,,,Diretoria de Ensino Campinas Oeste,,,,,,,,
O,http://maps.mootiro.org/user/profile/347,A Escola Estadual Dr. Telêmaco Paioli Melges,EE,Escola Estadual Dr. Telêmaco Paioli Melges,sim,35065626,,Rua Antônio Fagotto,s/n,,Conjunto Habitacional Edivaldo Antônio Orsi,no,Distrito Nova Aparecida,Região Norte,13069-081,Campinas,SP,19,3282-5529,,,,,,,Educação,,,,Diretoria de Ensino Campinas Leste,http://decampinasleste.edunet.sp.gov.br/Escolas/escolas_est_mod.htm,Lista das Escolas Estaduais da Diretoria de Ensino Campinas Leste,29/10/2012,,,,,,,Campinas,Escola estadual,Escola ,sem ponto,São Paulo,Região Centro,Administração Regional 1,,,,,,,,,,,,,,Diretoria de Ensino Campinas Leste,,,,,,,,
O,http://maps.mootiro.org/user/profile/347,A Escola Estadual Dr. Tomás Alves,EE,Escola Estadual Dr. Tomás Alves,sim,35018272,,Rua Conselheiro Antônio Prado,160,,Vila Nova,na,Administração Regional 4,Região Norte,13073-068,Campinas,SP,19,3258-3354,,,,,,,Educação,,,,Diretoria de Ensino Campinas Leste,http://decampinasleste.edunet.sp.gov.br/Escolas/escolas_est_mod.htm,Lista das Escolas Estaduais da Diretoria de Ensino Campinas Leste,29/10/2012,,,,,,,Campinas,Escola estadual,Escola ,sem ponto,São Paulo,Região Centro,Administração Regional 1,,,,,,,,,,,,,,Diretoria de Ensino Campinas Leste,,,,,,,,
O,http://maps.mootiro.org/user/profile/347,A Escola Estadual Elvira de Pardo Meo Muraro,EE,Escola Estadual Elvira de Pardo Meo Muraro,sim,35047200,,Rua Vicente de Marchi,s/n,,Jardim Florence,na,Administração Regional 13,Região Noroeste,13059-045,Campinas,SP,19,3227-3424,,,,,,,Educação,,,,Diretoria de Ensino Campinas Oeste,http://decampinasoeste.com.br/index.php/contatos/setores/43-contatos/escolas,Lista das Escolas Estaduais da Diretoria de Ensino Campinas Oeste,29/10/2012,,,,,,,Campinas,Escola estadual,Escola ,sem ponto,São Paulo,Região Noroeste,Administração Regional 13,sem telefone,,,,,,,,,,,,,Diretoria de Ensino Campinas Oeste,,,,,,,,
O,http://maps.mootiro.org/user/profile/347,A Escola Estadual Escritora Rachel de Queiroz,EE,Escola Estadual Escritora Rachel de Queiroz,sim,35924573,,Rua Doutora Joana Zanaga Aboim Gomes,s/n,,Jardim Ieda,na,Administração Regional 7,Região Sudoeste,13060-628,Campinas,SP,19,3223-4577,,,,,,,Educação,,,,Diretoria de Ensino Campinas Oeste,http://decampinasoeste.com.br/images/endereco_escolas.htm,Lista das Escolas Estaduais da Diretoria de Ensino Campinas Oeste,28/10/2012,,,,,,,Campinas,Escola estadual,Escola ,sem ponto,São Paulo,Região Noroeste,Administração Regional 13,,,,,,,,,,,,,,Diretoria de Ensino Campinas Oeste,,,,,,,,
O,http://maps.mootiro.org/user/profile/347,A Escola Estadual Felipe Cantusio,EE,Escola Estadual Felipe Cantusio,sim,35018806,,Rua Custódio José Inácio Rodrigues,269,,Parque Industrial,na,Administração Regional 6,Região Sul,13031-600,Campinas,SP,19,3272-0298,,,,,,,Educação,,,,Diretoria de Ensino Campinas Leste,http://decampinasleste.edunet.sp.gov.br/Escolas/escolas_est_mod.htm,Lista das Escolas Estaduais da Diretoria de Ensino Campinas Leste,29/10/2012,,,,,,,Campinas,Escola estadual,Escola ,sem ponto,São Paulo,Região Centro,Administração Regional 1,,,,,,,,,,,,,,Diretoria de Ensino Campinas Leste,,,,,,,,
O,http://maps.mootiro.org/user/profile/347,A Escola Estadual Francisco Alvares,EE,Escola Estadual Francisco Alvares,sim,35018867,,Estrada da Rhodia,"s/n, km 15",,Vila Holândia,no,Distrito Barão Geraldo,Região Norte,13085-000,Campinas,SP,19,32874343 | 3787-0314,,,,,,,Educação,,,,Diretoria de Ensino Campinas Leste,http://decampinasleste.edunet.sp.gov.br/Escolas/escolas_est_mod.htm,Lista das Escolas Estaduais da Diretoria de Ensino Campinas Leste,29/10/2012,,,,,,,Campinas,Escola estadual,Escola ,sem ponto,São Paulo,Região Centro,Administração Regional 1,,,,,,,,,,,,,,Diretoria de Ensino Campinas Leste,,,,,,,,
O,http://maps.mootiro.org/user/profile/347,A Escola Estadual Francisco Barreto Leme,EE,Escola Estadual Francisco Barreto Leme,sim,35018107,,Rua Antonio Nunes Felipe,51,,Joaquim Egídio,no,Distrito Joaquim Egídio,Região Leste,13108-022,Campinas,SP,19,3298-6230,,,,,,,Educação,,,,Diretoria de Ensino Campinas Leste,http://decampinasleste.edunet.sp.gov.br/Escolas/escolas_est_mod.htm,Lista das Escolas Estaduais da Diretoria de Ensino Campinas Leste,29/10/2012,,,,,,,Campinas,Escola estadual,Escola ,sem ponto,São Paulo,Região Centro,Administração Regional 1,,,,,,,,,,,,,,Diretoria de Ensino Campinas Leste,,,,,,,,
O,http://maps.mootiro.org/user/profile/347,A Escola Estadual Francisco de Assis,EE,Escola Estadual Francisco de Assis,sim,35914897,,Rua Hermínia Gregório Perreira Lopes,275,,Jardim Marisa,na,Administração Regional 6,Região Sul,13053-221,Campinas,SP,19,3225-5851,,,,,,,Educação,,,,Diretoria de Ensino Campinas Oeste,http://decampinasoeste.com.br/index.php/contatos/setores/43-contatos/escolas,Lista das Escolas Estaduais da Diretoria de Ensino Campinas Oeste,29/10/2012,,,,,,,Campinas,Escola estadual,Escola ,sem ponto,São Paulo,Região Noroeste,Administração Regional 13,sem telefone,,,,,,,,,,,,,Diretoria de Ensino Campinas Oeste,,,,,,,,
O,http://maps.mootiro.org/user/profile/347,A Escola Estadual Guido Segalho,EE,Escola Estadual Guido Segalho,sim,35018922,,Avenida Pascoal Celestino Soares,s/n,,Jardim Bonfim,na,Administração Regional 6,Região Sul,13032-540,Campinas,SP,19,3243-7324,,,,,,,Educação,,,,Diretoria de Ensino Campinas Leste,http://decampinasleste.edunet.sp.gov.br/Escolas/escolas_est_mod.htm,Lista das Escolas Estaduais da Diretoria de Ensino Campinas Leste,29/10/2012,,,,,,,Campinas,Escola estadual,Escola ,sem ponto,São Paulo,Região Centro,Administração Regional 1,,,,,,,,,,,,,,Diretoria de Ensino Campinas Leste,,,,,,,,
O,http://maps.mootiro.org/user/profile/347,A Escola Estadual Hugo Penteado Teixeira,EE,Escola Estadual Hugo Penteado Teixeira,sim,35915592,,Rua Doutor Maurício Lourenção Seber,90,,Conjunto Habitacional Parque da Floresta,na,Administração Regional 13,Região Noroeste,13058-100,Campinas,SP,19,3261-1258,,,,,,,Educação,,,,Diretoria de Ensino Campinas Oeste,http://decampinasoeste.com.br/images/endereco_escolas.htm,Lista das Escolas Estaduais da Diretoria de Ensino Campinas Oeste,28/10/2012,,,,,,,Campinas,Escola estadual,Escola ,sem ponto,São Paulo,Região Noroeste,Administração Regional 13,,,,,,,,,,,,,,Diretoria de Ensino Campinas Oeste,,,,,,,,
O,http://maps.mootiro.org/user/profile/347,A Escola Estadual Jardim San Diego,EE,Escola Estadual Jardim San Diego,sim,35436012,,Rua Antônio Carlos Folegatti,s/n,,Jardim Nova Mercedes,na,Administração Regional 6,Região Sul,13052-506,Campinas,SP,,,,,,,,,Educação,,,,Diretoria de Ensino Campinas Oeste,http://decampinasoeste.com.br/index.php/contatos/setores/43-contatos/escolas,Lista das Escolas Estaduais da Diretoria de Ensino Campinas Oeste,29/10/2012,,,,,,,Campinas,Escola estadual,Escola ,sem ponto,São Paulo,Região Noroeste,Administração Regional 13,sem telefone,,,,,,,,,,,,,Diretoria de Ensino Campinas Oeste,,,,,,,,
O,http://maps.mootiro.org/user/profile/347,A Escola Estadual Jornalista Cecilia de Godoy Camargo,EE,Escola Estadual Jornalista Cecilia de Godoy Camargo,sim,35127796,,Rua Silvana Teixeira Reis,s/n,,DIC VI (Conjunto Habitacional Santo Dias Silva),na,Administração Regional 12,Região Sudoeste,13054-646,Campinas,SP,19,3224-6286 | 3224-6334,,,,,,,Educação,,,,Diretoria de Ensino Campinas Oeste,http://decampinasoeste.com.br/index.php/contatos/setores/43-contatos/escolas,Lista das Escolas Estaduais da Diretoria de Ensino Campinas Oeste,29/10/2012,,,,,,,Campinas,Escola estadual,Escola ,sem ponto,São Paulo,Região Noroeste,Administração Regional 13,sem telefone,,,,,,,,,,,,,Diretoria de Ensino Campinas Oeste,,,,,,,,
O,http://maps.mootiro.org/user/profile/347,A Escola Estadual Jornalista Roberto Marinho,EE,Escola Estadual Jornalista Roberto Marinho,sim,35065535,,Rua Sudoeste,s/n,,Vila Renascença,no,Distrito Nova Aparecida,Região Norte,13067-360,Campinas,SP,19,3281-7675 | 3281-7700,,,,,,,Educação,,,,Diretoria de Ensino Campinas Oeste,http://decampinasoeste.com.br/index.php/contatos/setores/43-contatos/escolas,Lista das Escolas Estaduais da Diretoria de Ensino Campinas Oeste,29/10/2012,,,,,,,Campinas,Escola estadual,Escola ,sem ponto,São Paulo,Região Noroeste,Administração Regional 13,sem telefone,,,,,,,,,,,,,Diretoria de Ensino Campinas Oeste,,,,,,,,
O,http://maps.mootiro.org/user/profile/347,A Escola Estadual José Maria Matosinho,EE,Escola Estadual José Maria Matosinho,sim,35018570,,Praça José Octaviano,s/n,,São Bernardo,na,Administração Regional 6,Região Sul,13030-571,Campinas,SP,19,3273-5720,,,,,,,Educação,,,,Diretoria de Ensino Campinas Leste,http://decampinasleste.edunet.sp.gov.br/Escolas/escolas_est_mod.htm,Lista das Escolas Estaduais da Diretoria de Ensino Campinas Leste,29/10/2012,,,,,,,Campinas,Escola estadual,Escola ,sem ponto,São Paulo,Região Centro,Administração Regional 1,,,,,,,,,,,,,,Diretoria de Ensino Campinas Leste,,,,,,,,
O,http://maps.mootiro.org/user/profile/347,A Escola Estadual Julio Mesquita,EE,Escola Estadual Julio Mesquita,sim,35018594,,Rua Daniel Cesário de Andrade,190,,Jardim das Oliveiras,na,Administração Regional 9,Região Sul,13044-035,Campinas,SP,19,3276-3720,,,,,,,Educação,,,,Diretoria de Ensino Campinas Oeste,http://decampinasoeste.com.br/images/endereco_escolas.htm,Lista das Escolas Estaduais da Diretoria de Ensino Campinas Oeste,28/10/2012,,,,,,,Campinas,Escola estadual,Escola ,sem ponto,São Paulo,Região Noroeste,Administração Regional 13,,,,,,,,,,,,,,Diretoria de Ensino Campinas Oeste,,,,,,,,
O,http://maps.mootiro.org/user/profile/347,A Escola Estadual Miguel Vicente Cury,EE,Escola Estadual Miguel Vicente Cury,sim,35045718,,Rua São Cirilo,354,,Conjunto Habitacional Padre Anchieta,no,Distrito Nova Aparecida,Região Norte,13068-413,Campinas,SP,19,3281-1361,,,,,,,Educação,,,,Diretoria de Ensino Campinas Oeste,http://decampinasoeste.com.br/index.php/contatos/setores/43-contatos/escolas,Lista das Escolas Estaduais da Diretoria de Ensino Campinas Oeste,29/10/2012,,,,,,,Campinas,Escola estadual,Escola ,sem ponto,São Paulo,Região Noroeste,Administração Regional 13,sem telefone,,,,,,,,,,,,,Diretoria de Ensino Campinas Oeste,,,,,,,,
O,http://maps.mootiro.org/user/profile/347,A Escola Estadual Monsenhor Luis Gonzaga de Moura,EE,Escola Estadual Monsenhor Luis Gonzaga de Moura,sim,35018120,,Rua Carlos Francheu,100,,Loteamento DAE,na,Administração Regional 2,Região Centro,13023-610,Campinas,SP,19,3252-7799 | 3252-9914,,,,,,,Educação,,,,Diretoria de Ensino Campinas Leste,http://decampinasleste.edunet.sp.gov.br/Escolas/escolas_est_mod.htm,Lista das Escolas Estaduais da Diretoria de Ensino Campinas Leste,29/10/2012,,,,,,,Campinas,Escola estadual,Escola ,sem ponto,São Paulo,Região Centro,Administração Regional 1,,,,,,,,,,,,,,Diretoria de Ensino Campinas Leste,,,,,,,,
O,http://maps.mootiro.org/user/profile/347,A Escola Estadual Newton Pimenta Neves,EE,Escola Estadual Newton Pimenta Neves,sim,35046176,,Avenida Suaçuna,16,,Vila Aeroporto,na,Administração Regional 12,Região Sudoeste,13054-105,Campinas,SP,19,3266-7793,,,,,,,Educação,,,,Diretoria de Ensino Campinas Oeste,http://decampinasoeste.com.br/images/endereco_escolas.htm,Lista das Escolas Estaduais da Diretoria de Ensino Campinas Oeste,28/10/2012,,,,,,,Campinas,Escola estadual,Escola ,sem ponto,São Paulo,Região Noroeste,Administração Regional 13,,,,,,,,,,,,,,Diretoria de Ensino Campinas Oeste,,,,,,,,
O,http://maps.mootiro.org/user/profile/347,A Escola Estadual Núcleo Habitacional Vida Nova / Bairro Mauro Marcondes,EE,Escola Estadual Núcleo Habitacional Vida Nova / Bairro Mauro Marcondes,sim,35923394,,Rua Estevão Segallio,140,,Conjunto Habitacional Vida Nova,na,Administração Regional 12,Região Sudoeste,13057-523,Campinas,SP,19,3266-9764,,,,,,,Educação,,,,Diretoria de Ensino Campinas Oeste,http://decampinasoeste.com.br/images/endereco_escolas.htm,Lista das Escolas Estaduais da Diretoria de Ensino Campinas Oeste,28/10/2012,,,,,,,Campinas,Escola estadual,Escola ,sem ponto,São Paulo,Região Noroeste,Administração Regional 13,,,,,,,,,,,,,,Diretoria de Ensino Campinas Oeste,,,,,,,,
O,http://maps.mootiro.org/user/profile/347,A Escola Estadual Orlando Signoreli,EE,Escola Estadual Orlando Signoreli,sim,35045676,,Rua Nélson Barbosa Silva,s/n,,DIC VI (Conjunto Habitacional Santo Dias Silva),na,Administração Regional 12,Região Sudoeste,13054-609,Campinas,SP,19,3266-8077,,,,,,,Educação,,,,Diretoria de Ensino Campinas Oeste,http://decampinasoeste.com.br/images/endereco_escolas.htm,Lista das Escolas Estaduais da Diretoria de Ensino Campinas Oeste,28/10/2012,,,,,,,Campinas,Escola estadual,Escola ,sem ponto,São Paulo,Região Noroeste,Administração Regional 13,,,,,,,,,,,,,,Diretoria de Ensino Campinas Oeste,,,,,,,,
O,http://maps.mootiro.org/user/profile/347,A Escola Estadual Orosimbo Maia,EE,Escola Estadual Orosimbo Maia,sim,35018351,,Avenida Andrade Neves,214,,Centro,na,Administração Regional 1,Região Centro,13013-160,Campinas,SP,19,3231-8758,,,,,,,Educação,,,,Diretoria de Ensino Campinas Leste,http://decampinasleste.edunet.sp.gov.br/Escolas/escolas_est_mod.htm,Lista das Escolas Estaduais da Diretoria de Ensino Campinas Leste,29/10/2012,,,,,,,Campinas,Escola estadual,Escola ,sem ponto,São Paulo,Região Centro,Administração Regional 1,,,,,,,,,,,,,,Diretoria de Ensino Campinas Leste,,,,,,,,
O,http://maps.mootiro.org/user/profile/347,A Escola Estadual Padre Antonio Mobili,EE,Escola Estadual Padre Antonio Mobili,sim,35913984,,Rua Geraldo José de Almeida,230,,Jardim Campina Grande,na,Administração Regional 13,Região Noroeste,13058-620,Campinas,SP,19,3261-1288,,,,,,,Educação,,,,Diretoria de Ensino Campinas Oeste,http://decampinasoeste.com.br/images/endereco_escolas.htm,Lista das Escolas Estaduais da Diretoria de Ensino Campinas Oeste,28/10/2012,,,,,,,Campinas,Escola estadual,Escola ,sem ponto,São Paulo,Região Noroeste,Administração Regional 13,,,,,,,,,,,,,,Diretoria de Ensino Campinas Oeste,,,,,,,,
O,http://maps.mootiro.org/user/profile/347,A Escola Estadual Padre José dos Santos,EE,Escola Estadual Padre José dos Santos,sim,35018697,,Rua Piracicaba,s/n,,Jardim Novo Campos Elíseos,na,Administração Regional 7,Região Sudoeste,13050-700,Campinas,SP,19,3227-2463,,,,,,,Educação,,,,Diretoria de Ensino Campinas Oeste,http://decampinasoeste.com.br/index.php/contatos/setores/43-contatos/escolas,Lista das Escolas Estaduais da Diretoria de Ensino Campinas Oeste,29/10/2012,,,,,,,Campinas,Escola estadual,Escola ,sem ponto,São Paulo,Região Noroeste,Administração Regional 13,sem telefone,,,,,,,,,,,,,Diretoria de Ensino Campinas Oeste,,,,,,,,
O,http://maps.mootiro.org/user/profile/347,A Escola Estadual Parque Oziel,EE,Escola Estadual Parque Oziel,sim,35127012,,Rua Fauze Selhe,s/n,Residencial Cosmos,Jardim Monte Cristo/Parque Oziel,na,Administração Regional 6,Região Sul,13049-066,Campinas,SP,19,3269-6232,,,,,,,Educação,,,,Diretoria de Ensino Campinas Oeste,http://decampinasoeste.com.br/index.php/contatos/setores/43-contatos/escolas,Lista das Escolas Estaduais da Diretoria de Ensino Campinas Oeste,29/10/2012,,,,,,,Campinas,Escola estadual,Escola ,sem ponto,São Paulo,Região Noroeste,Administração Regional 13,sem telefone,,,,,,,,,,,,,Diretoria de Ensino Campinas Oeste,,,,,,,,
