tipo do objeto,tipo,nome por extenso,título,nome,importar,código das escolas,endereço,nº,bairro,Distrito,Sub-prefeitura,CeP,município,DDD,telefone,e-mail,Site,CNPJ,Categoria,Fonte,Link,Texto Link,Data,descrição,Palavras-chave,Palavras-chave (Categoria),Palavras-chave (Distrito),Palavras-chave,Palavras-chave,Palavras-chave,público-alvo 1,público-alvo 2,público-alvo 3,público-alvo 4,público-alvo 5,público-alvo 6,público-alvo 7,público-alvo 8,público-alvo 9,público-alvo 10,público-alvo 11
O,Educação,A Escola Municipal de Ensino Fundamental (EMEF) Armando Cridey Righetti,EMEF,Armando Cridey Righetti,sim,35055591,Rua Cordão de São Francisco,797,Vila Aimoré,Jardim Helena,São Miguel Paulista,08190-000,São Paulo,(11),2581-0360,emefacrighetti@prefeitura.sp.gov.br,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=093891,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,EMEF,Jardim Helena,Escola,sem ponto,,crianças (7-12),adolescentes (13-17),,,,,,,,,
O,Educação,A Escola Municipal de Ensino Fundamental (EMEF) Capistrano de Abreu,EMEF,Capistrano de Abreu,sim,35055612,Rua Manuel Martins de Melo,608,Vila Itaim,Jardim Helena,São Miguel Paulista,08190-340,São Paulo,(11),2581-0906/2581-0794,,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=093904,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,EMEF,Jardim Helena,Escola,sem ponto,,crianças (7-12),adolescentes (13-17),,,,,,,,,
O,Educação,A Escola Municipal de Ensino Fundamental (EMEF) Prof. Carlos Pasquale,EMEF Prof.,Carlos Pasquale,sim,35055724,Avenida Barão de Alagoas,223,Itaim Paulista,Itaim Paulista,Itaim Paulista,08120-000,São Paulo,(11),2963-8634/2567-8429,emefcpasquale@prefeitura.sp.gov.br,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=093912,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,EMEF,Itaim Paulista,Escola,sem ponto,,crianças (7-12),adolescentes (13-17),,,,,,,,,
O,Educação,A Escola Municipal de Ensino Fundamental (EMEF) Caucásica,EMEF,Caucásica,sim,35408360,Rua Caucásica,133,Jardim Matarazzo,Ermelino Matarazzo,Ermelino Matarazzo,03813-240,São Paulo,(11),2545-2276/2545-1922,emefcaucasica@prefeitura.sp.gov.br,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=019404,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,EMEF,Ermelino Matarazzo,Escola,sem ponto,,crianças (7-12),adolescentes (13-17),,,,,,,,,
O,Educação,A Escola Municipal de Ensino Fundamental (EMEF) CDHU Vila Conceição,EMEF,CDHU Vila Conceição,sim,35408608,Rua Amparo da Serra,s/n,Parque Dom João Neri,Vila Curuçá,Itaim Paulista,08151-300,São Paulo,(11),2511-7935,,,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,EMEF,Vila Curuçá,Escola,sem ponto,,crianças (7-12),adolescentes (13-17),,,,,,,,,
O,Educação,A Escola Municipal de Ensino Fundamental (EMEF) Padre Chico Falconi,EMEF Padre,Chico Falconi,sim,35068676,Rua Brilho do Sol,96,Jardim Bartira,Vila Curuçá,Itaim Paulista,08152-110,São Paulo,(11),2561-5022,emefcfalconi@prefeitura.sp.gov.br,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=010049,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,EMEF,Vila Curuçá,Escola,sem ponto,,crianças (7-12),adolescentes (13-17),,,,,,,,,
O,Educação,A Escola Municipal de Ensino Fundamental (EMEF) Dama Entre Rios Verdes,EMEF,Dama Entre Rios Verdes,sim,35400075,Av. Fernando Figueiredo Lins,194,Parque Santa Rita,Vila Curuçá,Itaim Paulista,08150-040,São Paulo,(11),2016-1357/2016-1371,emefdama@prefeitura.sp.gov.br,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=019400,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,EMEF,Vila Curuçá,Escola,sem ponto,,crianças (7-12),adolescentes (13-17),,,,,,,,,
O,Educação,A Escola Municipal de Ensino Fundamental (EMEF) Presidente Epitácio Pessoa,EMEF Presidente,Epitácio Pessoa,sim,35055712,Rua Líbero Ancona Lopes,169,Parque Cruzeiro do Sul,Vila Jacuí,São Miguel Paulista,08070-280,São Paulo,(11),2297-0192/2037-0226,emefepessoa@prefeitura.sp.gov.br,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=093696,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,EMEF,Vila Jacuí,Escola,sem ponto,,crianças (7-12),adolescentes (13-17),,,,,,,,,
O,Educação,A Escola Municipal de Ensino Fundamental (EMEF) Euzebio Rocha Filho,EMEF,Euzebio Rocha Filho,sim,35200037,Rua Amparo Da Serra,s/n,Parque Dom João Neri,Vila Curuçá,Itaim Paulista,08151-300,São Paulo,(11),2035-1789,emeferfilho@prefeitura.sp.gov.br,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=015440,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,EMEF,Vila Curuçá,Escola,sem ponto,,crianças (7-12),adolescentes (13-17),,,,,,,,,
O,Educação,A Escola Municipal de Ensino Fundamental (EMEF) Ezequiel Ramos Junior,EMEF,Ezequiel Ramos Junior,sim,35055633,Rua José Borges do Canto,18,Jardim Camargo Novo,Itaim Paulista,Itaim Paulista,08142-010,São Paulo,(11),2963-2626/2567-3420,emeferjunior@prefeitura.sp.gov.br,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=093921,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,EMEF,Itaim Paulista,Escola,sem ponto,,crianças (7-12),adolescentes (13-17),,,,,,,,,
O,Educação,A Escola Municipal de Ensino Fundamental (EMEF) Prof. Fernando de Azevedo,EMEF Prof.,Fernando de Azevedo,sim,35055256,Rua Tapera,415,Vila Nova Curuçá,Vila Curuçá,Itaim Paulista,08032-450,São Paulo,(11),2035-1648/2514-7430,emeffazevedo@prefeitura.sp.gov.br,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=093777,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,EMEF,Vila Curuçá,Escola,sem ponto,,crianças (7-12),adolescentes (13-17),,,,,,,,,
O,Educação,A Escola Municipal de Ensino Fundamental (EMEF) Prof. Flávio Augusto Rosa,EMEF Prof.,Flávio Augusto Rosa,sim,35062790,Rua Gruta das Princesas,165A,Vila Itaim,Jardim Helena,São Miguel Paulista,08190-460,São Paulo,(11),2581-1398/2581-1786,emeffarosa@prefeitura.sp.gov.br,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=014583,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,EMEF,Jardim Helena,Escola,sem ponto,,crianças (7-12),adolescentes (13-17),,,,,,,,,
O,Educação,A Escola Municipal de Ensino Fundamental (EMEF) Dr. Héllio Tavares,EMEF Dr.,Héllio Tavares,sim,35233894,Rua Paulo Tapajós,654,Itaim Paulista,Itaim Paulista,Itaim Paulista,08131-360,São Paulo,(11),2566-8599,emefhtavares@prefeitura.sp.gov.br,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=019241,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,EMEF,Itaim Paulista,Escola,sem ponto,,crianças (7-12),adolescentes (13-17),,,,,,,,,
O,Educação,A Escola Municipal de Ensino Fundamental (EMEF) Henrique Felipe Da Costa - Henricão,EMEF,Henrique Felipe Da Costa - Henricão,sim,35085558,Rua Patajuba,18,Jardim Campos,Vila Curuçá,Itaim Paulista,08160-090,São Paulo,(11),2035-4244/2035-2612,emefhenricao@prefeitura.sp.gov.br,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=093823,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,EMEF,Vila Curuçá,Escola,sem ponto,,crianças (7-12),adolescentes (13-17),,,,,,,,,
O,Educação,A Escola Municipal de Ensino Fundamental (EMEF) Profa. Izabel Aparecida Cristovao Da Luz,EMEF Profa.,Izabel Aparecida Cristovao Da Luz,sim,35408566,Rua Antônio de Souza Amorim,s/n,Jardim São Luís,Itaim Paulista,Itaim Paulista,08121-001,São Paulo,(11),2561-6892/2561-6880,emefizabelaparecida@prefeitura.sp.gov.br,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=019409,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,EMEF,Itaim Paulista,Escola,sem ponto,,crianças (7-12),adolescentes (13-17),,,,,,,,,
O,Educação,A Escola Municipal de Ensino Fundamental (EMEF) Dr. João Augusto Breves,EMEF Dr.,João Augusto Breves,sim,35055273,Rua Cecília Iter,746,Vila Progresso ,São Miguel Paulista,São Miguel Paulista,08240-730,São Paulo,(11),2051-8637/2054-4993,emefjabreves@prefeitura.sp.gov.br,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=093807,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,EMEF,São Miguel Paulista,Escola,sem ponto,,crianças (7-12),adolescentes (13-17),,,,,,,,,
O,Educação,A Escola Municipal de Ensino Fundamental (EMEF) José Américo de Almeida,EMEF,José Américo de Almeida,sim,35083948,Rua Altos do Oiti,537,Vila Helena,Jardim Helena,São Miguel Paulista,08081-410,São Paulo,(11),2581-0143/2586-5469,emefjaalmeida@prefeitura.sp.gov.br,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=093874,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,EMEF,Jardim Helena,Escola,sem ponto,,crianças (7-12),adolescentes (13-17),,,,,,,,,
O,Educação,A Escola Municipal de Ensino Fundamental (EMEF) Prof. José Bento de Assis,EMEF Prof.,José Bento de Assis,sim,35055736,Rua São Gonçalo do Rio das Pedras,140,Vila Mara,Jardim Helena,São Miguel Paulista,08081-000,São Paulo,(11),2581-2539/2586-5301,emefjbassis@prefeitura.sp.gov.br,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=093882,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,EMEF,Jardim Helena,Escola,sem ponto,,crianças (7-12),adolescentes (13-17),,,,,,,,,
O,Educação,A Escola Municipal de Ensino Fundamental (EMEF) Padre José de Anchieta,EMEF Padre,José de Anchieta,sim,35055244,Av. Inajaguaçú,13,Vila Progresso,São Miguel Paulista,São Miguel Paulista,08240-530,São Paulo,(11),2051-6273/2054-4774,emefjanchieta@prefeitura.sp.gov.br,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=093793,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,EMEF,São Miguel Paulista,Escola,sem ponto,,crianças (7-12),adolescentes (13-17),,,,,,,,,
O,Educação,A Escola Municipal de Ensino Fundamental (EMEF) Senador José Ermirio de Morais,EMEF Senador,José Ermirio de Morais,sim,35098760,Rua São Brás do Suaçuí,159,Jardim Helena,Jardim Helena,São Miguel Paulista,08090-290,São Paulo,(11),2586-5294/2581-1484,emefjemorais@prefeitura.sp.gov.br,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=000108,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,EMEF,Jardim Helena,Escola,sem ponto,,crianças (7-12),adolescentes (13-17),,,,,,,,,
O,Educação,A Escola Municipal de Ensino Fundamental (EMEF) José Honorio Rodrigues,EMEF,José Honorio Rodrigues,sim,35098772,Rua do Pombo-Correio,50,Jardim dos Ipês,Vila Curuçá,Itaim Paulista,08160-142,São Paulo,(11),2562-0150/2567-4803,emefjhrodrigues@prefeitura.sp.gov.br,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=099651,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,EMEF,Vila Curuçá,Escola,sem ponto,,crianças (7-12),adolescentes (13-17),,,,,,,,,
O,Educação,A Escola Municipal de Ensino Fundamental (EMEF) Dr. José Pedro Leite Cordeiro,EMEF Dr.,José Pedro Leite Cordeiro,sim,35094785,Rua Desembargador Fernando de Albuquerque Prado,250,Cidade Kemel,Itaim Paulista,Itaim Paulista,08130-110,São Paulo,(11),2567-7752/2963-8627,emefjplcordeiro@prefeitura.sp.gov.br,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=097713,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,EMEF,Itaim Paulista,Escola,sem ponto,,crianças (7-12),adolescentes (13-17),,,,,,,,,
O,Educação,A Escola Municipal de Ensino Fundamental (EMEF) Profa. Joséfa Nicacio Araujo,EMEF Profa.,Joséfa Nicacio Araujo,sim,35408384,Rua Manuel Rodrigues Santiago,809,Jardim Laura,Itaim Paulista,Itaim Paulista,08142-235,São Paulo,(11),2156-6970/2566-7456,emefitaima@prefeitura.sp.gov.br,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=019433,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,EMEF,Itaim Paulista,Escola,sem ponto,,crianças (7-12),adolescentes (13-17),,,,,,,,,
O,Educação,A Escola Municipal de Ensino Fundamental (EMEF) Prof. Jurandi Gomes de Araújo,EMEF Prof.,Jurandi Gomes de Araújo,sim,35419436,Rua Visconde de Guedes Teixeira,145,Itaim Paulista,Itaim Paulista,Itaim Paulista,08131-325,São Paulo,(11),2566-6202/2566-5773,emefjurandigomes@prefeitura.sp.gov.br,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=019449,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,EMEF,Itaim Paulista,Escola,sem ponto,,crianças (7-12),adolescentes (13-17),,,,,,,,,
O,Educação,A Escola Municipal de Ensino Fundamental (EMEF)  Senador Lino de Mattos,EMEF Senador,Lino de Mattos,sim,35223219,Rua Sapupira,1005A,Jardim Pedro José Nunes,Vila Jacuí,São Miguel Paulista,08061-440,São Paulo,(11),2547-0738/2546-7825,emeflmattos@prefeitura.sp.gov.br,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=019011,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,EMEF,Vila Jacuí,Escola,sem ponto,,crianças (7-12),adolescentes (13-17),,,,,,,,,
O,Educação,A Escola Municipal de Ensino Fundamental (EMEF) Arquiteto Luis Saia,EMEF Arq.,Luis Saia,sim,35055608,Rua Américo Gomes da Costa,93,Vila Americana,São Miguel Paulista,São Miguel Paulista,08010-120,São Paulo,(11),2037-2056/2297-0628,emeflsaia@prefeitura.sp.gov.br,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=093742,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,EMEF,São Miguel Paulista,Escola,sem ponto,,crianças (7-12),adolescentes (13-17),,,,,,,,,
O,Educação,A Escola Municipal de Ensino Fundamental (EMEF) Madre Maria Imilda do Santissimo Sacramento,EMEF Madre,Maria Imilda do Santissimo Sacramento,sim,35055670,Rua Gendiroba,210,Vila Clara,Vila Curuçá,Itaim Paulista,08022-080,São Paulo,(11),2586-5251/2584-5448,emefmissacramento@prefeitura.sp.gov.br,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=093858,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,EMEF,Vila Curuçá,Escola,sem ponto,,crianças (7-12),adolescentes (13-17),,,,,,,,,
O,Educação,A Escola Municipal de Ensino Fundamental (EMEF) Murures,EMEF,Murures,sim,35408463,Rua dos Mururés,434,Jardim Helena,Jardim Helena,São Miguel Paulista,08090-580,São Paulo,(11),2584-9402/2584-9411,emefmurures@prefeitura.sp.gov.br,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=019410,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,EMEF,Jardim Helena,Escola,sem ponto,,crianças (7-12),adolescentes (13-17),,,,,,,,,
O,Educação,A Escola Municipal de Ensino Fundamental (EMEF) General Newton Reis,EMEF Gen.,Newton Reis,sim,35055645,Rua José Alexandre Machado,22,Jardim Silva Teles,Itaim Paulista,Itaim Paulista,08160-460,São Paulo,(11),2561-7361/2567-2426,emefnreis@prefeitura.sp.gov.br,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=093840,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,EMEF,Itaim Paulista,Escola,sem ponto,,crianças (7-12),adolescentes (13-17),,,,,,,,,
